text,label
ü wait 4 me in sch i finish ard 5..,ham
stupid auto correct on my phone,ham
you have got tallent but you are wasting.,ham
only if you promise your getting out as soon as you can. and you'll text me in the morning to let me know you made it in ok.,ham
please give it 2  or i will pick it up on tuesday evening about 8 if that is ok.,ham
"that's very rude, you on campus?",ham
how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
oh oh... wasted... den muz chiong on sat n sun liao...,ham
don‘t give a flying monkeys wot they think and i certainly don‘t mind. any friend of mine and all that!,ham
life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms,spam
what about this one then.,ham
"aiyo... her lesson so early... i'm still sleepin, haha... okie, u go home liao den confirm w me lor...",ham
"i feel like a dick because i keep sleeping through your texts and facebook messages. sup, you in town?",ham
hello my little party animal! i just thought i'd buzz you as you were with your friends ...*grins*... reminding you were loved and send a naughty adoring kiss,ham
"urgent!! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
aiyah u did ok already lar. e nydc at wheellock?,ham
"i'm in solihull, | do you want anything?",ham
i think it's all still in my car,ham
just seeing your missed call my dear brother. do have a gr8 day.,ham
rats. hey did u ever vote for the next themes?,ham
is it your yahoo boys that bring in the perf? or legal.,ham
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham
lol! oops sorry! have fun. ,ham
"sorry, i'll call later",ham
ok.,ham
nvm it's ok...,ham
hi:)did you asked to waheeda fathima about leave?,ham
"yo, you around? just got my car back",ham
i know complain num only..bettr directly go to bsnl offc nd apply for it..,ham
pls come quick cant bare this.,ham
lol grr my mom is taking forever with my prescription. pharmacy is like 2 minutes away. ugh.,ham
you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
83039 62735=£450 uk break accommodationvouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
y lei?,ham
do u hav any frnd by name ashwini in ur college?,ham
dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,spam
you are a very very very very bad girl. or lady.,ham
he remains a bro amongst bros,ham
"urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
i want snow. it's just freezing and windy.,ham
ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham
you are chosen to receive a £350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,ham
oh did you charge camera,ham
but i dint slept in afternoon.,ham
i went to ur hon lab but no one is there.,ham
so are you guys asking that i get that slippers again or its gone with last year,ham
after completed degree. there is no use in joining finance.,ham
ya:)going for restaurant..,ham
what's nannys address?,ham
"six chances to win cash! from 100 to 20,000 pounds txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info",spam
lol where do u come up with these ideas?,ham
siva is in hostel aha:-.,ham
hello u.call wen u finish wrk.i fancy meetin up wiv u all tonite as i need a break from dabooks. did 4 hrs last nite+2 today of wrk!,ham
08714712388 between 10am-7pm cost 10p,spam
she.s fine. i have had difficulties with her phone. it works with mine. can you pls send her another friend request.,ham
i'll meet you in the lobby,ham
for real when u getting on yo? i only need 2 more tickets and one more jacket and i'm done. i already used all my multis.,ham
"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
horrible u eat macs eat until u forgot abt me already rite... u take so long 2 reply. i thk it's more toot than b4 so b prepared. now wat shall i eat?,ham
please tell me not all of my car keys are in your purse,ham
sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... or take your beatings like a good dog. going to lounge in a nice long bath now ?,ham
boooo you always work. just quit.,ham
u in town alone?,ham
we live in the next  &lt;#&gt; mins,ham
i cant pick the phone right now. pls send a message,ham
congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,spam
"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!",ham
2mro i am not coming to gym machan. goodnight.,ham
and popping &lt;#&gt; ibuprofens was no help.,ham
good morning plz call me sir,ham
"just sent you an email – to an address with incomm in it, is that right?",ham
"if e timing can, then i go w u lor...",ham
"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it.",ham
this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18 only,spam
buy one egg for me da..please:),ham
i not at home now lei...,ham
"sir, i am waiting for your call, once free please call me.",ham
it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,ham
our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
i think i am disturbing her da,ham
hey cutie. how goes it? here in wales its kinda ok. there is like hills and shit but i still avent killed myself. ,ham
tell me whos this pls:-),ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,spam
"there're some people by mu, i'm at the table by lambda",ham
"sorry, i'll call later",ham
as in i want custom officer discount oh.,ham
with my sis lor... we juz watched italian job.,ham
"you might want to pull out more just in case and just plan on not spending it if you can, i don't have much confidence in derek and taylor's money management",ham
purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng,ham
double mins & double txt & 1/2 price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56,spam
any way where are you and what doing.,ham
do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 8000930705,spam
i am in tirupur.  call you da.,ham
"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer ends 14thmarch. t&c's apply. opt-out availa",spam
this pain couldn't have come at a worse time.,ham
i keep ten rs in my shelf:) buy two egg.,ham
slept? i thinkthis time ( &lt;#&gt;  pm) is not dangerous,ham
"that's what i love to hear :v see you sundayish, then",ham
up to ü... ü wan come then come lor... but i din c any stripes skirt...,ham
ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,ham
that's good. lets thank god. please complete the drug. have lots of water. and have a beautiful day.,ham
"haha, just what i was thinkin",ham
mm so you asked me not to call radio,ham
"aldrine, rakhesh ex rtm here.pls call.urgent.",ham
i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?,ham
"smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae",spam
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",ham
thanks love. but am i doing torch or bold.,ham
"i'm taking derek &amp; taylor to walmart, if i'm not back by the time you're done just leave the mouse on my desk and i'll text you when priscilla's ready",ham
u still going to the mall?,ham
win a £1000 cash prize or a prize worth £5000,spam
ceri u rebel! sweet dreamz me little buddy!! c ya 2moro! who needs blokes,ham
i cant pick the phone right now. pls send a message,ham
btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
i place all ur points on e cultures module already.,ham
now only i reached home. . . i am very tired now. . i will come tomorro,ham
"sorry, went to bed early, nightnight",ham
yay can't wait to party together!,ham
"aight, call me once you're close",ham
"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know.",ham
saw guys and dolls last night with patrick swayze it was great,ham
"gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..gn:-)",ham
i have gone into get info bt dont know what to do,ham
"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..",ham
hey leave it. not a big deal:-) take care.,ham
about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.,ham
ü v ma fan...,ham
leave it de:-). start prepare for next:-)..,ham
how dare you change my ring,ham
oh... kay... on sat right?,ham
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",ham
customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,spam
anything lor... u decide...,ham
actually getting ready to leave the house.,ham
i can't make it tonight,ham
waaaat?? lololo ok next time then!,ham
"sorry, i'll call later",ham
they finally came to fix the ceiling.,ham
"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit",ham
anyway seriously hit me up when you're back because otherwise i have to light up with armand and he always has shit and/or is vomiting,ham
8007 free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w4 5wq norm 150p/tone 16+,spam
good. good job. i like entrepreneurs,ham
"kate jackson rec center before 7ish, right?",ham
"do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. scoring starts on saturday, so register now!sky opt out to 88088",spam
want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min gsex pobox 2667 wc1n 3xx,spam
"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?",ham
ok then i come n pick u at engin?,ham
i.ll give her once i have it. plus she said grinule greet you whenever we speak,ham
if you're thinking of lifting me one then no.,ham
private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires,spam
nope. meanwhile she talk say make i greet you.,ham
no problem. how are you doing?,ham
hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,ham
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. joke,ham
"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there.",ham
yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.,ham
total video converter free download type this in google search:),ham
babe ! what are you doing ? where are you ? who are you talking to ? do you think of me ? are you being a good boy? are you missing me? do you love me ?,ham
"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available",spam
please tell me you have some of that special stock you were talking about,ham
surly ill give it to you:-) while coming to review.,ham
what's happening with you. have you gotten a job and have you begun registration for permanent residency,ham
wow! the boys r back. take that 2007 uk tour. win vip tickets & pre-book with vip club. txt club to 81303. trackmarque ltd info@vipclub4u.,spam
otherwise had part time job na-tuition..,ham
"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy ",spam
ü still attending da talks?,ham
get ready to put on your excellent sub face :),ham
"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham
"dear friends, sorry for the late information. today is the birthday of our loving ar.praveesh. for more details log on to face book and see. its his number + &lt;#&gt; . dont miss a delicious treat.",ham
"dad wanted to talk about the apartment so i got a late start, omw now",ham
yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham
ok then i will come to ur home after half an hour,ham
do you know what mallika sherawat did yesterday? find out now @  &lt;url&gt;,ham
your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,spam
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,spam
"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16",spam
nah dub but je still buff,ham
oi when you gonna ring,ham
sorry to be a pain. is it ok if we meet another night? i spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. sorry. ,ham
urgent! this is the 2nd attempt to contact u!u have won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50,spam
if he started searching he will get job in few days.he have great potential and talent.,ham
its worse if if uses half way then stops. its better for him to complete it.,ham
i dont. can you send it to me. plus how's mode.,ham
hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,ham
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
don know..he is watching film in computer..,ham
"well, i'm gonna finish my bath now. have a good...fine night.",ham
si si. i think ill go make those oreo truffles.,ham
sorry sent blank msg again. yup but trying 2 do some serious studying now.,ham
"i dun thk i'll quit yet... hmmm, can go jazz ? yogasana oso can... we can go meet em after our lessons den... ",ham
"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks! ",ham
what you doing?how are you?,ham
are you going to write ccna exam this week??,ham
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693,spam
yes... i trust u to buy new stuff asap so i can try it out,ham
gud mrng dear hav a nice day,ham
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not send a video in a mmsto 32323.",spam
"(i should add that i don't really care and if you can't i can at least get this dude to fuck off but hey, your money if you want it)",ham
i'm home...,ham
so ü pay first lar... then when is da stock comin...,ham
we have all rounder:)so not required:),ham
"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
wat's da model num of ur phone?,ham
"whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though! ",ham
"i got like $ &lt;#&gt; , i can get some more later though. get whatever you feel like",ham
ü dun need to pick ur gf?,ham
"i'm not sure, i was just checking out what was happening around the area",ham
yup it's at paragon... i havent decided whether 2 cut yet... hee...,ham
"awesome, i remember the last time we got somebody high for the first time with diesel :v",ham
no. to be nosy i guess. idk am i over reacting if i'm freaked?,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
"hurry up, i've been weed-deficient for like three days",ham
sorry! u can not unsubscribe yet. the mob offer package has a min term of 54 weeks> pls resubmit request after expiry. reply themob help 4 more info,spam
"its ok chikku, and its my 1 of favourite song..:-)",ham
call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. u have 2 enter all ur mobile & personal details @ the prompts. careful!,spam
take some small dose tablet for fever,ham
i sent your maga that money yesterday oh.,ham
i can call in  &lt;#&gt;  min if thats ok,ham
love it! i want to flood that pretty pussy with cum...,ham
i not free today i haf 2 pick my parents up tonite...,ham
happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola,ham
"like  &lt;#&gt; , same question",ham
married local women looking for discreet action now! 5 real matches instantly to your phone. text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,spam
company is very good.environment is terrific and food is really nice:),ham
rct' thnq adrian for u text. rgds vatian,spam
"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out",spam
stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday,ham
"bangbabes ur order is on the way. u should receive a service msg 2 download ur content. if u do not, goto wap. bangb. tv on ur mobile internet/service menu",spam
an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( gn:-),ham
"edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)",ham
hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls£1/minmobsmorelkpobox177hp51fl,spam
anything lar then ü not going home 4 dinner?,ham
yes :)it completely in out of form:)clark also utter waste.,ham
hey gals...u all wanna meet 4 dinner at nìte? ,ham
"free game. get rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply",spam
sindu got job in birla soft ..,ham
"yeah i should be able to, i'll text you when i'm ready to meet up",ham
lol ... no just was busy,ham
ok thanx...,ham
sorry da thangam.it's my mistake.,ham
i can send you a pic if you like :),ham
nah im goin 2 the wrks with j wot bout u?,ham
:) ,ham
lol enjoy role playing much?,ham
pls call me da. what happen.,ham
"actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",ham
yeah just open chat and click friend lists. then make the list. easy as pie,ham
ok no prob. take ur time.,ham
"sorry, i'll call later",ham
i meant middle left or right?,ham
so u wan 2 come for our dinner tonight a not?,ham
then anything special?,ham
"sorry pa, i dont knw who ru pa?",ham
yes its possible but dint try. pls dont tell to any one k,ham
"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs.",ham
"superb thought- ""be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today."":-)",ham
"hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
alrite hunny!wot u up 2 2nite? didnt end up goin down town jus da pub instead! jus chillin at da mo in me bedroom!love jen xxx.,ham
private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires,spam
i called and said all to him:)then he have to choose this future.,ham
"sir, good morning. hope you had a good weekend. i called to let you know that i was able to raise  &lt;#&gt;  from my dad. he however said he would make the rest available by mid feb. this amount is still quite short and i was hoping you would help. do have a good day. abiola",ham
we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
"come to mu, we're sorting out our narcotics situation",ham
ok u can take me shopping when u get paid =d,ham
"beautiful tomorrow never comes.. when it comes, it's already today.. in the hunt of beautiful tomorrow don't waste your wonderful today.. goodmorning:)",ham
sac will score big hundred.he is set batsman:-),ham
s'fine. anytime. all the best with it.,ham
am surfing online store. for offers do you want to buy any thing.,ham
"sorry i missed you babe. i was up late and slept in. i hope you enjoy your driving lesson, boytoy. i miss you too ... *teasing kiss*",ham
he says hi and to get your ass back to south tampa (preferably at a kegger),ham
lol please do. actually send a pic of yourself right now. i wanna see. pose with a comb and hair dryer or something.,ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",spam
me n him so funny...,ham
that is wondar full flim.,ham
i am 6 ft. we will be a good combination!,ham
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam
spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled? :),ham
how did you find out in a way that didn't include all of these details,ham
i'm in class. did you get my text.,ham
"actually, my mobile is full of msg. and i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",ham
i know you are. can you pls open the back?,ham
"i am in tirupur da, once you started from office call me.",ham
yup... how ü noe leh...,ham
"yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?",ham
well that must be a pain to catch,ham
ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap,ham
your right! i'll make the appointment right now.,ham
"hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream,ham
and you! will expect you whenever you text! hope all goes well tomo ,ham
wat uniform? in where get?,ham
hi babe im at home now wanna do something? xx,ham
that's y we haf to combine n c how lor...,ham
i ain't answerin no phone at what is actually a pretty reasonable hour but i'm sleepy,ham
there is no sense in my foot and penis.,ham
then u go back urself lor...,ham
that's a shame! maybe cld meet for few hrs tomo?,ham
jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ham
pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
no message..no responce..what happend?,ham
"i think i‘m waiting for the same bus! inform me when you get there, if you ever get there.",ham
"i wonder if your phone battery went dead ? i had to tell you, i love you babe",ham
wat time u finish ur lect today?,ham
when did you get to the library,ham
k sure am in my relatives home. sms me de. pls:-),ham
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 expires 07/11/04,spam
"come to me, slave. your doing it again ... going into your shell and unconsciously avoiding me ... you are making me unhappy :-(",ham
just got to  &lt;#&gt;,ham
when should i come over?,ham
wait.i will come out.. &lt;#&gt;  min:),ham
whatsup there. dont u want to sleep,ham
"this is the 2nd time we have tried 2 contact u. u have won the £750 pound prize. 2 claim is easy, call 087187272008 now1! only 10p per minute. bt-national-rate.",spam
"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)",ham
"are you being good, baby? :)",ham
no. yes please. been swimming?,ham
alrite,ham
i want to tel u one thing u should not mistake me k this is the message that you sent:),ham
"when you get free, call me",ham
bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com,spam
are you going to wipro interview today?,ham
i'm glad. you are following your dreams.,ham
anything...,ham
"ok thats cool. its , just off either raglan rd or edward rd. behind the cricket ground. gimme ring when ur closeby see you tuesday.",ham
in meeting da. i will call you,ham
ugh just got outta class,ham
why you keeping me away like this,ham
if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.,ham
yo come over carlos will be here soon,ham
one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting.. -,ham
"are you sure you don't mean ""get here, we made you hold all the weed""",ham
"… we r stayin here an extra week, back next wed. how did we do in the rugby this weekend? hi to and and , c u soon """,ham
can do lor...,ham
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",ham
watch lor. i saw a few swatch one i thk quite ok. ard 116 but i need 2nd opinion leh...,ham
those cocksuckers. if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham
still in the area of the restaurant. ill try to come back soon,ham
* will have two more cartons off u and is very pleased with shelves,ham
tone club: your subs has now expired 2 re-sub reply monoc 4 monos or polyc 4 polys 1 weekly @ 150p per week txt stop 2 stop this msg free stream 0871212025016,spam
babe !!! i miiiiiiissssssssss you ! i need you !!! i crave you !!! :-( ... geeee ... i'm so sad without you babe ... i love you ...,ham
i want to be inside you every night...,ham
"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
not much no fights. it was a good nite!!,ham
ü got wat to buy tell us then ü no need to come in again.,ham
kaiez... enjoy ur tuition... gee... thk e second option sounds beta... i'll go yan jiu den msg u...,ham
"he said that he had a right giggle when he saw u again! you would possibly be the first person2die from nvq, but think how much you could for! ",ham
"if we hit it off, you can move in with me :)",ham
 what number do u live at? is it 11?,ham
nooooooo i'm gonna be bored to death all day. cable and internet outage.,ham
"sorry,in meeting i'll call later",ham
congratulations ore mo owo re wa. enjoy it and i wish you many happy moments to and fro wherever you go,ham
yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe,ham
"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out",ham
remember on that day..,ham
we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,spam
god bless.get good sleep my dear...i will pray!,ham
"hmmm ... i thought we said 2 hours slave, not 3 ... you are late ... how should i punish you ?",ham
ok... the theory test? when are ü going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free,ham
i will cal you sir. in meeting,ham
forgot to tell ü smth.. can ü like number the sections so that it's clearer..,ham
i'm ok. will do my part tomorrow,ham
we walked from my moms. right on stagwood pass right on winterstone left on victors hill. address is &lt;#&gt;,ham
"er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham
dunno cos i was v late n when i reach they inside already... but we ate spageddies lor... it's e gals who r laughing at me lor...,ham
also remember the beads don't come off. ever.,ham
"dear,me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
busy here. trying to finish for new year. i am looking forward to finally meeting you...,ham
never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:,ham
i love to give massages. i use lots of baby oil... what is your fave position?,ham
"erm … ill pick you up at about 6.45pm. that'll give enough time to get there, park and that.",ham
"i'm home, my love ... if your still awake ... *loving kiss*",ham
filthy stories and girls waiting for your,spam
aww you must be nearly dead!well jez iscoming over todo some workand that whilltake forever!,ham
not heard from u4 a while. call 4 rude chat private line 01223585334 to cum. wan 2c pics of me gettin shagged then text pix to 8552. 2end send stop 8552 sam xxx,spam
apps class varaya elaya.,ham
are you the cutest girl in the world or what,ham
ok then i will come to ur home after half an hour,ham
i'll be in sch fr 4-6... i dun haf da book in sch... it's at home...,ham
lol you won't feel bad when i use her money to take you out to a steak dinner =d,ham
will be out of class in a few hours. sorry,ham
am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl,spam
"hiya, probably coming home * weekend after next",ham
you in your room? i need a few,ham
oh k :)why you got job then whats up?,ham
dunno leh cant remember mayb lor. so wat time r we meeting tmr?,ham
adult 18 content your video will be with you shortly,spam
happy new year my no.1 man,ham
u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
is xy going 4 e lunch?,ham
send me yetty's number pls.,ham
i'm in a movie. call me 4 wat?,ham
"hmph. go head, big baller.",ham
he is world famamus....,ham
check with nuerologist.,ham
k i'll call you when i'm close,ham
"ah, well that confuses things, doesnt it? i thought was friends with now. maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
yeah it's jus rite...,ham
aaooooright are you at work?,ham
yes i think so. i am in office but my lap is in room i think thats on for the last few days. i didnt shut that down,ham
5 nights...we nt staying at port step liao...too ex,ham
"hello. sort of out in town already. that . so dont rush home, i am eating nachos. will let you know eta.",ham
"this is one of the days you have a billion classes, right?",ham
what are your new years plans?,ham
"didn't try, g and i decided not to head out",ham
you need to get up. now.,ham
"the guy (kadeem) hasn't been selling since the break, i know one other guy but he's paranoid as fuck and doesn't like selling without me there and i can't be up there til late tonight",ham
"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng"".",ham
how are you babes. hope your doing ok. i had a shit nights sleep. i fell asleep at 5.im knackered and im dreading work tonight. what are thou upto tonight. x,ham
hi i'm sue. i am 20 years old and work as a lapdancer. i love sex. text me live - i'm i my bedroom now. text sue to 89555. by textoperator g2 1da 150ppmsg 18+,spam
great! so what attracts you to the brothas?,ham
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150,spam
oh k. . i will come tomorrow,ham
i've reached home n i bathe liao... u can call me now...,ham
i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,spam
change again... it's e one next to escalator...,ham
